^SPX (Standard & Poors 500 Index),2933.68,0.0001,,,,,,,,,,,
Apr 24 2019 @ 05:45 ET,Bid,2904.86,Ask,2953.74,Size,1x1,Vol,,,,,,
SPXW191018C02325000,0,0,624.4,627.8,0,0,SPXW191018P02325000,0,0,13.4,14,0,0
SPX191018C02350000,0,0,600.8,604.2,0,0,SPX191018P02350000,14.82,-1.53,14.6,15.1,45,45
SPXW191018C02350000,0,0,600.8,604.2,0,0,SPXW191018P02350000,0,0,14.5,15.1,0,0
SPX191018C02375000,0,0,577.3,580.7,0,0,SPX191018P02375000,16.1,-1.55,15.8,16.3,30,30
SPXW191018C02375000,0,0,577.4,580.7,0,0,SPXW191018P02375000,0,0,15.8,16.4,0,0
SPX191018C02400000,0,0,554,557.4,0,0,SPX191018P02400000,0,0,17.1,17.7,0,900
SPXW191018C02400000,0,0,553.9,557.2,0,0,SPXW191018P02400000,0,0,17.1,17.7,0,5
SPX191018C02425000,0,0,530.8,534.1,0,0,SPX191018P02425000,0,0,18.5,19.1,0,0
SPXW191018C02425000,0,0,530.7,533.9,0,0,SPXW191018P02425000,0,0,18.6,19.2,0,2096
SPX191018C02450000,0,0,507.5,510.8,0,0,SPX191018P02450000,20.36,-2.19,20.1,20.7,1,1
SPXW191018C02450000,0,0,507.6,510.8,0,0,SPXW191018P02450000,0,0,20.1,20.8,0,0
SPX191018C02475000,0,0,484.5,487.7,0,0,SPX191018P02475000,22.1,-2.35,21.8,22.4,289,2988
SPXW191018C02475000,0,0,484.6,488,0,0,SPXW191018P02475000,0,0,21.8,22.5,0,0
SPX191018C02500000,0,0,461.7,464.9,0,0,SPX191018P02500000,23.89,-2.66,23.6,24.3,1,1231
SPXW191018C02500000,0,0,462,465.1,0,0,SPXW191018P02500000,0,0,23.6,24.3,0,0
SPX191018C02525000,0,0,439,442.4,0,0,SPX191018P02525000,0,0,25.5,26.2,0,0
SPXW191018C02525000,0,0,439.3,442.4,0,0,SPXW191018P02525000,0,0,25.6,26.3,0,0
SPX191018C02550000,0,0,416.7,419.8,0,0,SPX191018P02550000,0,0,27.7,28.4,0,8
SPXW191018C02550000,0,0,416.6,419.6,0,0,SPXW191018P02550000,0,0,27.8,28.5,0,0
SPX191018C02575000,0,0,394.2,397.2,0,0,SPX191018P02575000,30.02,-3.78,30.1,30.8,34,82
SPXW191018C02575000,0,0,394.5,397.5,0,0,SPXW191018P02575000,0,0,30.1,30.8,0,0
SPX191018C02600000,0,0,372.3,375.3,0,0,SPX191018P02600000,32.75,-3.95,32.5,33.3,166,167
SPXW191018C02600000,0,0,372.4,375.3,0,0,SPXW191018P02600000,0,0,32.6,33.4,0,0
SPX191018C02625000,0,0,350.4,353.3,0,0,SPX191018P02625000,35.4,-4.4,35.3,36.1,2,2
SPXW191018C02625000,0,0,350.3,353.3,0,0,SPXW191018P02625000,35.7,-4.2,35.4,36.2,2,2
SPX191018C02650000,0,0,328.7,331.6,0,0,SPX191018P02650000,38.55,-4.55,38.3,39.1,28,28
SPXW191018C02650000,0,0,328.9,331.6,0,0,SPXW191018P02650000,0,0,38.4,39.2,0,0
SPX191018C02675000,0,0,307.3,310.1,0,0,SPX191018P02675000,41.7,-5.05,41.5,42.4,150,151
SPXW191018C02675000,0,0,307.5,310.2,0,0,SPXW191018P02675000,0,0,41.6,42.4,0,0
SPX191018C02700000,0,0,286,288.9,0,0,SPX191018P02700000,45.3,-5.45,45.1,45.9,147,796
SPXW191018C02700000,0,0,286.4,289,0,0,SPXW191018P02700000,0,0,45.1,46,0,0
SPX191018C02725000,0,0,265.2,268,0,0,SPX191018P02725000,49.4,-5.65,48.8,49.8,242,267
SPXW191018C02725000,0,0,265.6,268.1,0,0,SPXW191018P02725000,48.89,-6.26,48.9,49.8,10,10
SPX191018C02750000,0,0,244.9,247.5,0,0,SPX191018P02750000,57.1,-2.65,53.1,54,250,250
SPXW191018C02750000,0,0,245.1,247.5,0,0,SPXW191018P02750000,58.5,-1.35,53.1,54,21,21
SPX191018C02775000,0,0,224.8,227.3,0,0,SPX191018P02775000,57.8,-7.05,57.6,58.6,38,288
SPXW191018C02775000,0,0,225,227.3,0,0,SPXW191018P02775000,57.8,-7.15,57.6,58.6,91,91
SPX191018C02800000,0,0,205.2,207.5,0,0,SPX191018P02800000,62.43,-7.87,62.5,63.5,5,5
SPXW191018C02800000,0,0,205.2,207.4,0,0,SPXW191018P02800000,62.8,-7.7,62.6,63.6,66,84
SPX191018C02825000,170.65,2,185.9,188.2,1,1,SPX191018P02825000,68.6,-7.85,68,69,5,5
SPXW191018C02825000,0,0,186.1,188.2,0,0,SPXW191018P02825000,73,-3.5,67.9,69.1,120,120
SPX191018C02850000,0,0,167.1,169.3,0,0,SPX191018P02850000,73.3,-9.85,73.8,75,7,7
SPXW191018C02850000,0,0,167.4,169.4,0,0,SPXW191018P02850000,74.8,-8.3,73.7,75,85,85
SPX191018C02875000,0,0,148.9,151,0,0,SPX191018P02875000,0,0,80.3,81.5,0,0
SPXW191018C02875000,0,0,149.1,151,0,300,SPXW191018P02875000,80.6,-9.7,80.2,81.5,54,54
SPX191018C02900000,0,0,131.5,133.4,0,0,SPX191018P02900000,88.35,-9.95,87.4,88.7,245,229
SPXW191018C02900000,0,0,131.6,133.4,0,0,SPXW191018P02900000,96.7,-1.55,87.3,88.6,85,85
SPX191018C02925000,0,0,114.9,116.6,0,0,SPX191018P02925000,0,0,95.3,96.7,0,0
SPXW191018C02925000,0,0,114.9,116.7,0,0,SPXW191018P02925000,0,0,95.1,96.7,0,0
SPX191018C02950000,98.9,13.25,99,100.6,125,125,SPX191018P02950000,104.1,-12.75,104,105.5,525,500
SPXW191018C02950000,0,0,99.1,100.7,0,0,SPXW191018P02950000,0,0,103.8,105.5,0,0
SPX191018C02975000,82.9,11.2,84.1,85.7,2,2,SPX191018P02975000,121.7,-5.95,113.5,115.2,200,200
SPXW191018C02975000,0,0,84.2,85.6,0,42,SPXW191018P02975000,0,0,113.6,115.3,0,0
SPX191018C03000000,70.6,11.5,70.4,71.9,1,14,SPX191018P03000000,0,0,124.5,126.4,0,0
SPXW191018C03000000,65,5.7,70.5,71.8,28,96,SPXW191018P03000000,0,0,124.4,126.3,0,0
SPX191018C03025000,0,0,58,59.3,0,0,SPX191018P03025000,0,0,136.2,138.6,0,0
SPXW191018C03025000,0,0,58.1,59.3,0,80,SPXW191018P03025000,0,0,136.4,138.4,0,0
SPX191018C03050000,46.35,8.2,47,48.2,1400,1150,SPX191018P03050000,0,0,149.7,152.2,0,0
SPXW191018C03050000,47,8.7,47,48.1,42,305,SPXW191018P03050000,0,0,149.8,152.1,0,0
SPX191018C03075000,0,0,37.4,38.4,0,250,SPX191018P03075000,0,0,164.7,167.5,0,0
SPXW191018C03075000,37.4,7.4,37.4,38.4,26,46,SPXW191018P03075000,0,0,164.8,167.3,0,0
SPX191018C03100000,0,0,29.4,30.3,0,0,SPX191018P03100000,0,0,181.2,184.1,0,0
SPXW191018C03100000,0,0,29.4,30.3,0,41,SPXW191018P03100000,0,0,181.3,184,0,0
SPX191018C03125000,0,0,22.9,23.6,0,0,SPX191018P03125000,0,0,199.4,202.4,0,0
SPXW191018C03125000,19.8,1.95,22.9,23.7,18,25,SPXW191018P03125000,0,0,199.3,202.2,0,0
SPX191018C03150000,0,0,17.7,18.3,0,0,SPX191018P03150000,0,0,218.6,221.8,0,0
SPXW191018C03150000,0,0,17.7,18.3,0,35,SPXW191018P03150000,0,0,218.6,221.7,0,0
SPX191018C03175000,0,0,13.6,14.2,0,0,SPX191018P03175000,0,0,239.1,242.5,0,0
SPXW191018C03175000,0,0,13.7,14.2,0,0,SPXW191018P03175000,0,0,239.4,242.6,0,0
SPX191018C03200000,10.49,2.29,10.6,11.1,1,1,SPX191018P03200000,0,0,260.7,264.1,0,0
SPXW191018C03200000,0,0,10.6,11.1,0,28,SPXW191018P03200000,0,0,260.7,264.1,0,0
SPX191018C03225000,0,0,8.3,8.7,0,0,SPX191018P03225000,0,0,283,286.5,0,0
SPXW191018C03225000,0,0,8.3,8.8,0,0,SPXW191018P03225000,0,0,283,286.7,0,0
SPX191018C03250000,6.62,1.42,6.6,7,12,12,SPX191018P03250000,0,0,305.8,309.4,0,0
SPXW191018C03250000,5.8,0.5,6.5,7,52,52,SPXW191018P03250000,0,0,305.8,309.4,0,0
SPX191018C03300000,0,0,4.2,4.7,0,0,SPX191018P03300000,0,0,352.8,356.5,0,0
SPXW191018C03300000,0,0,4.2,4.6,0,0,SPXW191018P03300000,0,0,352.8,356.4,0,0
SPX191018C03400000,0,0,1.95,2.35,0,3,SPX191018P03400000,0,0,449.2,452.9,0,0
SPXW191018C03400000,2,0.1,1.95,2.35,20,20,SPXW191018P03400000,0,0,449.2,452.9,0,0
SPX191018C03500000,0,0,1,1.4,0,0,SPX191018P03500000,0,0,546.9,550.7,0,0
SPXW191018C03500000,0,0,1.05,1.4,0,0,SPXW191018P03500000,0,0,546.9,550.7,0,0
SPX191018C03600000,0,0,0.55,0.9,0,0,SPX191018P03600000,0,0,645.2,649,0,0
SPXW191018C03600000,0,0,0.6,0.9,0,0,SPXW191018P03600000,0,0,645.2,649,0,0
SPX191018C03700000,0,0,0.25,0.65,0,0,SPX191018P03700000,0,0,743.6,747.4,0,0
SPXW191018C03700000,0,0,0.3,0.65,0,0,SPXW191018P03700000,0,0,743.6,747.4,0,0
SPX191220C00100000,2799.2,27.2,2796.8,2801.1,5,513,SPX191220P00100000,0,0,0,0.1,0,27558
SPX191220C00200000,0,0,2698.6,2702.8,0,198,SPX191220P00200000,0,0,0,0.2,0,2953
SPX191220C00300000,2602.75,27.25,2600.3,2604.5,30,166,SPX191220P00300000,0,0,0,0.25,0,5841
SPX191220C00400000,2504.55,27.3,2502.1,2506.3,30,57,SPX191220P00400000,0,0,0,0.3,0,2102
SPX191220C00500000,0,0,2403.8,2408,0,60,SPX191220P00500000,0,0,0,0.35,0,4650
SPX191220C00600000,0,0,2305.6,2309.8,0,151,SPX191220P00600000,0,0,0,0.35,0,2659
SPX191220C00650000,0,0,2256.5,2260.6,0,0,SPX191220P00650000,0,0,0,0.15,0,2986
SPX191220C00700000,0,0,2207.4,2211.5,0,0,SPX191220P00700000,0.13,0.005,0,0.2,6,9704
SPX191220C00750000,0,0,2158.2,2162.4,0,17,SPX191220P00750000,0.15,-0.025,0.05,0.45,915,3345
SPX191220C00800000,0,0,2109.1,2113.3,0,10,SPX191220P00800000,0,0,0.1,0.45,0,6396
SPX191220C00850000,0,0,2060,2064.2,0,41,SPX191220P00850000,0,0,0.1,0.5,0,1163
SPX191220C00900000,0,0,2010.9,2015,0,52,SPX191220P00900000,0.29,-0.01,0.15,0.55,395,774
SPX191220C00950000,0,0,1961.8,1965.9,0,8,SPX191220P00950000,0.33,-0.045,0.2,0.6,491,2209
SPX191220C01000000,1891.27,3.22,1912.7,1916.8,1092,7168,SPX191220P01000000,0.38,-0.02,0.2,0.65,1188,17665
SPX191220C01050000,0,0,1863.7,1867.7,0,0,SPX191220P01050000,0,0,0.25,0.7,0,463
SPX191220C01100000,0,0,1814.6,1818.7,0,17,SPX191220P01100000,0,0,0.35,0.75,0,5699
SPX191220C01150000,0,0,1765.5,1769.6,0,17,SPX191220P01150000,0,0,0.4,0.8,0,242
SPX191220C01175000,0,0,1741,1745,0,0,SPX191220P01175000,0,0,0.45,0.85,0,390
SPX191220C01200000,0,0,1716.5,1720.5,0,4,SPX191220P01200000,0,0,0.5,0.9,0,14910
SPX191220C01225000,0,0,1691.9,1696,0,17,SPX191220P01225000,0,0,0.55,0.95,0,911
SPX191220C01250000,0,0,1667.4,1671.5,0,1,SPX191220P01250000,0,0,0.6,1,0,573
SPX191220C01275000,0,0,1642.9,1646.9,0,0,SPX191220P01275000,0,0,0.65,1.05,0,4699
SPX191220C01300000,0,0,1618.4,1622.4,0,1,SPX191220P01300000,0,0,0.7,1.1,0,9606
SPX191220C01325000,0,0,1593.9,1597.9,0,47,SPX191220P01325000,0,0,0.75,1.2,0,1070
SPX191220C01350000,0,0,1569.4,1573.4,0,0,SPX191220P01350000,0,0,0.85,1.25,0,1217
SPX191220C01375000,0,0,1544.9,1548.9,0,27,SPX191220P01375000,0,0,0.9,1.35,0,597
SPX191220C01400000,0,0,1520.4,1524.4,0,97,SPX191220P01400000,0,0,1,1.4,0,9849
SPX191220C01425000,0,0,1495.9,1499.9,0,44,SPX191220P01425000,0,0,1.1,1.5,0,1326
SPX191220C01450000,0,0,1471.5,1475.4,0,24,SPX191220P01450000,0,0,1.2,1.6,0,1839
SPX191220C01475000,0,0,1447,1451,0,66,SPX191220P01475000,0,0,1.3,1.7,0,101
SPX191220C01500000,1400.3,2.3,1422.5,1426.5,150,214,SPX191220P01500000,1.6,-0.1,1.4,1.8,154,28024
SPX191220C01525000,0,0,1398.1,1402.1,0,6,SPX191220P01525000,0,0,1.55,1.95,0,687
SPX191220C01550000,0,0,1373.7,1377.6,0,0,SPX191220P01550000,0,0,1.7,2.1,0,10064
SPX191220C01575000,0,0,1349.2,1353.2,0,0,SPX191220P01575000,2.1,-0.025,1.8,2.25,10,657
SPX191220C01600000,1302.6,2.2,1324.9,1328.8,901,937,SPX191220P01600000,2.25,-0.05,2,2.4,924,38396
SPX191220C01625000,0,0,1300.5,1304.4,0,4,SPX191220P01625000,0,0,2.15,2.6,0,851
SPX191220C01650000,0,0,1276.1,1280,0,13,SPX191220P01650000,0,0,2.35,2.75,0,5705
SPX191220C01675000,0,0,1251.7,1255.6,0,2,SPX191220P01675000,0,0,2.6,3,0,331
SPX191220C01700000,0,0,1227.4,1231.3,0,50,SPX191220P01700000,3.1,-0.1,2.8,3.2,532,30607
SPX191220C01725000,0,0,1203.1,1207,0,20,SPX191220P01725000,0,0,3.1,3.5,0,3259
SPX191220C01750000,0,0,1178.8,1182.7,0,123,SPX191220P01750000,3.5,-0.25,3.3,3.8,2209,15012
SPX191220C01775000,0,0,1154.5,1158.4,0,11,SPX191220P01775000,3.94,-0.16,3.6,4.1,318,5030
SPX191220C01800000,0,0,1130.3,1134.1,0,169,SPX191220P01800000,4.3,-0.15,4,4.4,5871,21550
SPX191220C01825000,0,0,1106,1109.9,0,0,SPX191220P01825000,4.68,-0.17,4.3,4.7,244,19984
SPX191220C01850000,0,0,1081.8,1085.7,0,101,SPX191220P01850000,4.9,-0.35,4.7,5.1,3300,41961
SPX191220C01875000,0,0,1057.7,1061.5,0,31,SPX191220P01875000,5.4,-0.3,5.1,5.5,616,16605
SPX191220C01900000,0,0,1033.6,1037.4,0,635,SPX191220P01900000,5.9,-0.25,5.6,6,94,22736
SPX191220C01925000,0,0,1009.5,1013.3,0,10,SPX191220P01925000,6.35,-0.35,6.1,6.5,179,3319
SPX191220C01950000,0,0,985.4,989.2,0,10,SPX191220P01950000,6.8,-0.45,6.6,7,2235,12652
SPX191220C01975000,0,0,961.4,965.2,0,22,SPX191220P01975000,0,0,7.1,7.5,0,4559
SPX191220C02000000,0,0,937.4,941.2,0,8547,SPX191220P02000000,7.98,-0.57,7.7,8.1,1606,38067
SPX191220C02025000,0,0,913.5,917.3,0,94,SPX191220P02025000,0,0,8.4,8.8,0,2295
SPX191220C02050000,0,0,889.6,893.4,0,378,SPX191220P02050000,9.2,-0.85,9.1,9.5,1951,13263
SPX191220C02075000,0,0,865.8,869.6,0,35,SPX191220P02075000,10.1,-0.75,9.8,10.2,50,6220
SPX191220C02100000,0,0,842.1,845.8,0,2320,SPX191220P02100000,10.83,-0.87,10.6,11.1,326,39148
SPX191220C02125000,0,0,818.4,822.1,0,1400,SPX191220P02125000,12.2,-0.5,11.5,11.9,260,3624
SPX191220C02150000,0,0,794.7,798.4,0,289,SPX191220P02150000,12.65,-1.05,12.5,12.9,2085,22501
SPX191220C02175000,0,0,771.2,774.8,0,3,SPX191220P02175000,13.7,-1.1,13.4,13.9,310,7876
SPX191220C02200000,0,0,747.7,751.3,0,35,SPX191220P02200000,15.57,-0.38,14.5,14.9,514,39691
SPX191220C02225000,0,0,724.2,727.8,0,1057,SPX191220P02225000,0,0,15.6,16.1,0,6203
SPX191220C02250000,0,0,700.9,704.5,0,979,SPX191220P02250000,16.7,-1.85,16.7,17.3,1125,14285
SPX191220C02275000,0,0,677.7,681.2,0,232,SPX191220P02275000,0,0,18.1,18.6,0,8641
SPX191220C02300000,0,0,654.5,658,0,2180,SPX191220P02300000,19.7,-1.8,19.4,20,852,35136
SPX191220C02325000,0,0,631.5,635,0,231,SPX191220P02325000,0,0,20.9,21.6,0,8455
SPX191220C02350000,587.53,1.48,608.5,612,73,937,SPX191220P02350000,22.8,-2.2,22.6,23.2,129,21317
SPX191220C02375000,0,0,585.7,589.1,0,1345,SPX191220P02375000,25.7,-1.2,24.3,25,207,7737
SPX191220C02400000,543.7,2.85,563,566.4,984,7496,SPX191220P02400000,26.3,-2.6,26.1,26.8,1841,41305
SPX191220C02425000,0,0,540.4,543.8,0,3814,SPX191220P02425000,0,0,28,28.8,0,10008
SPX191220C02450000,497.91,1.71,518,521.3,360,3149,SPX191220P02450000,32.53,-0.92,30.2,30.9,360,18547
SPX191220C02475000,0,0,495.7,499,0,1629,SPX191220P02475000,0,0,32.5,33.2,0,9480
SPX191220C02500000,0,0,473.6,476.8,0,15972,SPX191220P02500000,35,-3.6,34.8,35.7,1231,58275
SPX191220C02525000,0,0,451.5,454.6,0,4436,SPX191220P02525000,37.75,-3.7,37.5,38.3,18,16023
SPX191220C02550000,410.51,1.56,429.7,433,221,9875,SPX191220P02550000,40.5,-4,40.2,41.1,1181,23647
SPX191220C02575000,0,0,408.2,411.4,0,15184,SPX191220P02575000,0,0,43.3,44.2,0,21846
SPX191220C02600000,368.16,1.36,387,390.1,62,21783,SPX191220P02600000,46.5,-4.8,46.4,47.3,727,62869
SPX191220C02625000,347.38,1.43,365.9,368.9,108,6551,SPX191220P02625000,51.25,-3.8,49.9,50.8,148,12503
SPX191220C02650000,0,-0.75,345.1,348,0,24943,SPX191220P02650000,53.73,-5.32,53.6,54.5,49,43773
SPX191220C02675000,0,0,324.4,327.2,0,10968,SPX191220P02675000,57.61,-5.69,57.5,58.5,17,12196
SPX191220C02700000,0,0,304.1,306.8,0,19963,SPX191220P02700000,62,-5.85,61.5,62.7,759,30806
SPX191220C02725000,0,0,284,286.7,0,11382,SPX191220P02725000,0,0,66.2,67.2,0,13955
SPX191220C02750000,264.1,17.95,264.3,266.9,456,21665,SPX191220P02750000,71.3,-6.7,70.9,72,336,22738
SPX191220C02775000,228.64,1.54,244.9,247.4,69,13258,SPX191220P02775000,76.19,-7.41,76,77.2,81,11110
SPX191220C02800000,226.6,18,225.9,228.3,278,33017,SPX191220P02800000,81.7,-7.85,81.4,82.6,221,30144
SPX191220C02825000,207.73,17.18,207.2,209.6,233,17110,SPX191220P02825000,88.18,-7.87,87.4,88.6,654,13491
SPX191220C02850000,190.2,17.5,189.1,191.3,196,16031,SPX191220P02850000,93.44,-9.56,93.7,95,982,26207
SPX191220C02875000,161.25,5.7,171.4,173.5,1890,11885,SPX191220P02875000,100.55,-9.75,100.4,101.8,2374,14845
SPX191220C02900000,155,15.95,154.3,156.2,91,42876,SPX191220P02900000,108.3,-10.1,107.8,109.3,1489,22776
SPX191220C02925000,138.3,15.05,137.9,139.7,1021,14357,SPX191220P02925000,116.3,-10.9,115.9,117.4,1468,6748
SPX191220C02950000,123.1,14.9,122.2,123.8,487,17355,SPX191220P02950000,124.25,-12.45,124.6,126.2,15,3614
SPX191220C02975000,106.2,12.25,107,108.6,463,4936,SPX191220P02975000,137.35,-9.65,133.9,135.6,5,503
SPX191220C03000000,92.8,12.15,92.8,94.5,1267,25930,SPX191220P03000000,144.87,-13.43,144.1,146.2,3,2257
SPX191220C03025000,80.08,11.68,79.6,81.2,2,7041,SPX191220P03025000,0,0,155.4,157.5,0,332
SPX191220C03050000,68.75,11.35,67.4,68.9,45,14300,SPX191220P03050000,0,0,167.6,170,0,369
SPX191220C03075000,56.3,8.85,56.6,58,837,6982,SPX191220P03075000,194.49,-4.36,181.1,183.7,3,164
SPX191220C03100000,47.2,8.25,46.8,48.1,3248,31866,SPX191220P03100000,197.06,-17.89,195.9,198.6,1,218
SPX191220C03125000,38.27,6.67,38.5,39.5,601,6683,SPX191220P03125000,0,0,211.9,214.8,0,181
SPX191220C03150000,31.15,5.7,31.3,32.2,92,14042,SPX191220P03150000,0,0,229.1,232.2,0,83
SPX191220C03175000,25.11,4.66,25.3,26.1,54,6810,SPX191220P03175000,0,0,247.6,250.8,0,137
SPX191220C03200000,20.38,3.93,20.4,21.1,4474,35895,SPX191220P03200000,287.77,-2.83,267.2,270.6,95,193
SPX191220C03225000,16.32,2.97,16.5,17.2,84,1113,SPX191220P03225000,289.4,-22.7,287.8,291.3,2,9
SPX191220C03250000,13.4,2.5,13.5,14,355,48233,SPX191220P03250000,311,-23.2,309.2,312.8,2,91
SPX191220C03275000,10.95,1.95,11,11.5,103,588,SPX191220P03275000,0,0,331.3,334.9,0,0
SPX191220C03300000,9.05,1.55,9.1,9.6,623,56318,SPX191220P03300000,0,0,353.8,357.5,0,70
SPX191220C03350000,6.38,1.08,6.3,6.7,136,2293,SPX191220P03350000,0,0,400.1,403.9,0,1
SPX191220C03400000,4.64,0.74,4.5,4.9,27,23931,SPX191220P03400000,0,0,447.4,451.2,0,119
SPX191220C03500000,0,0,2.45,2.85,0,32901,SPX191220P03500000,0,0,543.5,547.4,0,273
SPX191220C03600000,0,0,1.4,1.8,0,5252,SPX191220P03600000,0,0,640.8,644.7,0,1
SPX191220C03700000,0.95,0.05,0.85,1.25,1,4575,SPX191220P03700000,0,0,738.5,742.4,0,0
SPX191220C03800000,0.6,0,0.5,0.9,2,3268,SPX191220P03800000,0,0,836.4,840.4,0,0
SPX191220C03900000,0,0,0.25,0.7,0,1823,SPX191220P03900000,0,0,934.5,938.5,0,0
SPX191220C04000000,0,0,0.1,0.55,0,1705,SPX191220P04000000,0,0,1032.6,1036.6,0,150
SPX191220C04100000,0,0,0,0.45,0,850,SPX191220P04100000,0,0,1130.8,1134.8,0,111
SPX191220C04200000,0.05,-0.075,0,0.2,4,1039,SPX191220P04200000,0,0,1229,1233,0,89
SPXW191231C01000000,0,0,1912.4,1916.8,0,1,SPXW191231P01000000,0,0,0.25,0.65,0,234
SPXW191231C01100000,0,0,1814.4,1818.7,0,0,SPXW191231P01100000,0,0,0.35,0.75,0,243
SPXW191231C01150000,0,0,1765.3,1769.7,0,0,SPXW191231P01150000,0,0,0.4,0.85,0,23
SPXW191231C01200000,0,0,1716.3,1720.7,0,0,SPXW191231P01200000,0,0,0.5,0.95,0,10
SPXW191231C01225000,0,0,1691.8,1696.2,0,0,SPXW191231P01225000,0,0,0.55,1,0,10
SPXW191231C01250000,0,0,1667.3,1671.7,0,0,SPXW191231P01250000,0,0,0.6,1.05,0,0
SPXW191231C01275000,0,0,1642.8,1647.2,0,0,SPXW191231P01275000,0,0,0.65,1.1,0,277
SPXW191231C01300000,0,0,1618.4,1622.7,0,0,SPXW191231P01300000,0,0,0.75,1.15,0,255
SPXW191231C01325000,0,0,1593.9,1598.2,0,0,SPXW191231P01325000,0,0,0.8,1.2,0,1
SPXW191231C01350000,0,0,1569.4,1573.7,0,0,SPXW191231P01350000,0,0,0.9,1.3,0,484
SPXW191231C01375000,0,0,1544.9,1549.2,0,0,SPXW191231P01375000,0,0,0.95,1.35,0,2
SPXW191231C01400000,0,0,1520.5,1524.8,0,0,SPXW191231P01400000,0,0,1.05,1.45,0,291
SPXW191231C01425000,0,0,1496,1500.3,0,0,SPXW191231P01425000,0,0,1.15,1.55,0,0
SPXW191231C01450000,0,0,1471.6,1475.9,0,0,SPXW191231P01450000,0,0,1.25,1.65,0,284
SPXW191231C01475000,0,0,1447.1,1451.4,0,19,SPXW191231P01475000,0,0,1.35,1.75,0,1
SPXW191231C01500000,1425.2,27.2,1422.7,1427,1,103,SPXW191231P01500000,0,0,1.5,1.9,0,417
SPXW191231C01525000,0,0,1398.3,1402.6,0,57,SPXW191231P01525000,0,0,1.6,2,0,280
SPXW191231C01550000,0,0,1373.9,1378.2,0,39,SPXW191231P01550000,0,0,1.75,2.15,0,654
SPXW191231C01575000,0,0,1349.5,1353.8,0,108,SPXW191231P01575000,0,0,1.9,2.3,0,190
SPXW191231C01600000,0,0,1325.1,1329.4,0,22,SPXW191231P01600000,0,0,2.1,2.5,0,550
SPXW191231C01625000,0,0,1300.8,1305,0,23,SPXW191231P01625000,0,0,2.25,2.7,0,229
SPXW191231C01650000,0,0,1276.4,1280.7,0,19,SPXW191231P01650000,0,0,2.45,2.9,0,250
SPXW191231C01675000,0,0,1252.4,1256.3,0,0,SPXW191231P01675000,0,0,2.7,3.1,0,59
SPXW191231C01700000,0,0,1228.1,1232,0,20,SPXW191231P01700000,0,0,2.9,3.4,0,637
SPXW191231C01725000,0,0,1203.8,1207.7,0,0,SPXW191231P01725000,0,0,3.2,3.7,0,40
SPXW191231C01750000,0,0,1179.3,1183.4,0,9,SPXW191231P01750000,0,0,3.4,3.9,0,178
SPXW191231C01775000,0,0,1155.3,1159.2,0,9,SPXW191231P01775000,0,0,3.7,4.3,0,283
SPXW191231C01800000,0,0,1131.1,1135,0,175,SPXW191231P01800000,0,0,4.1,4.6,0,676
SPXW191231C01825000,0,0,1106.6,1110.8,0,0,SPXW191231P01825000,0,0,4.4,5,0,330
SPXW191231C01850000,0,0,1082.5,1086.6,0,0,SPXW191231P01850000,0,0,4.8,5.4,0,787
SPXW191231C01875000,0,0,1058.4,1062.5,0,0,SPXW191231P01875000,5.7,-0.25,5.2,5.8,10,200
SPXW191231C01900000,0,0,1034.3,1038.4,0,101,SPXW191231P01900000,5.88,-0.57,5.7,6.3,100,580
SPXW191231C01925000,0,0,1010.5,1014.3,0,11,SPXW191231P01925000,6.51,-0.54,6.2,6.8,100,201
SPXW191231C01950000,0,0,986.5,990.3,0,0,SPXW191231P01950000,0,0,6.7,7.3,0,275
SPXW191231C01975000,0,0,962.5,966.3,0,10,SPXW191231P01975000,0,0,7.3,7.9,0,21
SPXW191231C02000000,0,0,938.6,942.4,0,3,SPXW191231P02000000,0,0,7.9,8.5,0,51
SPXW191231C02025000,0,0,914.5,918.5,0,12,SPXW191231P02025000,0,0,8.6,9.2,0,19
SPXW191231C02050000,0,0,890.7,894.7,0,2,SPXW191231P02050000,9.9,-0.6,9.3,9.9,10,18
SPXW191231C02075000,0,0,866.9,870.9,0,10,SPXW191231P02075000,0,0,10,10.7,0,623
SPXW191231C02100000,0,0,843.2,847.2,0,0,SPXW191231P02100000,0,0,10.9,11.6,0,1091
SPXW191231C02125000,0,0,819.8,823.5,0,10,SPXW191231P02125000,0,0,11.8,12.5,0,603
SPXW191231C02150000,0,0,796.2,799.9,0,0,SPXW191231P02150000,13.5,-0.85,12.7,13.4,15,390
SPXW191231C02175000,0,0,772.7,776.4,0,0,SPXW191231P02175000,0,0,13.7,14.5,0,100
SPXW191231C02200000,0,0,749.3,752.9,0,0,SPXW191231P02200000,0,0,14.8,15.6,0,137
SPXW191231C02225000,0,0,725.9,729.5,0,0,SPXW191231P02225000,0,0,16,16.8,0,12
SPXW191231C02250000,0,0,702.6,706.2,0,10,SPXW191231P02250000,0,0,17.3,18.1,0,539
SPXW191231C02275000,0,0,679.5,683,0,2,SPXW191231P02275000,0,0,18.6,19.4,0,652
SPXW191231C02300000,0,0,656.4,659.9,0,5,SPXW191231P02300000,20.4,-1.95,20.1,20.9,2,1150
SPXW191231C02325000,0,0,633.4,636.9,0,0,SPXW191231P02325000,22.2,-1.85,21.6,22.4,20,49
SPXW191231C02350000,0,0,610.5,614,0,2,SPXW191231P02350000,23.72,-2.18,23.2,24.1,202,830
